Entity,Code,Year,pop_missreg_bmr_owid,pop_nondem_womsuffr_bmr_owid,pop_dem_womsuffr_bmr_owid
Africa,,1900,115607618,23219751,0
Africa,,1901,115814513,23280124,0
Africa,,1902,116220190,23347577,0
Africa,,1903,116652326,23422280,0
Africa,,1904,117097251,23498294,0
Africa,,1905,117555072,23575639,0
Africa,,1906,118025897,23654336,0
Africa,,1907,118509849,23734407,0
Africa,,1908,119007047,23815876,0
Africa,,1909,119520862,23886310,0
Africa,,1910,113885743,30284869,0
Africa,,1911,114145575,30441410,0
Africa,,1912,120144147,25036598,0
Africa,,1913,120632337,25142888,0
Africa,,1914,121127380,25251050,0
Africa,,1915,121629336,25361115,0
Africa,,1916,122138266,25473115,0
Africa,,1917,122654227,25587079,0
Africa,,1918,123151638,25701008,0
Africa,,1919,123889109,25825943,0
Africa,,1920,125045365,25962235,0
Africa,,1921,126098466,26110242,0
Africa,,1922,114986499,38861449,0
Africa,,1923,116579883,39174354,0
Africa,,1924,118196554,39492397,0
Africa,,1925,119836870,39815667,0
Africa,,1926,121501179,40144261,0
Africa,,1927,123189855,40478272,0
Africa,,1928,124903251,40817797,0
Africa,,1929,126638084,41168172,0
Africa,,1930,128593688,41529602,0
Africa,,1931,130173116,41902294,0
Africa,,1932,131973845,42286461,0
Africa,,1933,133797088,42682315,0
Africa,,1934,135646775,43084839,0
Africa,,1935,152248373,28769085,0
Africa,,1936,157315957,26021488,0
Africa,,1937,159247387,26444729,0
Africa,,1938,161206873,26875119,0
Africa,,1939,163274029,27351587,0
Africa,,1940,165677595,27875813,0
Africa,,1941,167743257,28449532,0
Africa,,1942,152262572,46963403,0
Africa,,1943,154790671,47641512,0
Africa,,1944,157362730,48335825,0
Africa,,1945,159979524,49046736,0
Africa,,1946,162641847,49774651,0
Africa,,1947,165350485,50519986,0
Africa,,1948,168106268,51283165,0
Africa,,1949,171095956,52155108,0
Africa,,1950,174655663,53138474,0
Africa,,1951,176903713,55424141,0
Africa,,1952,180454220,56642340,0
Africa,,1953,184175679,57916776,0
Africa,,1954,188063451,59247146,0
Africa,,1955,192115278,60633639,0
Africa,,1956,174756685,83651532,0
Africa,,1957,172476531,91815683,0
Africa,,1958,172859289,97547739,0
Africa,,1959,176719371,100041351,0
Africa,,1960,76233403,159233339,47894427
Africa,,1961,65466215,173518183,51230065
Africa,,1962,42326349,202703462,52292792
Africa,,1963,34463717,216823372,53396274
Africa,,1964,27765582,229991674,54534593
Africa,,1965,23485405,232187185,64474705
Africa,,1966,22402307,290539292,15314994
Africa,,1967,22799410,300682171,13149595
Africa,,1968,21706719,309224963,14348670
Africa,,1969,22126962,330663621,1424238
Africa,,1970,22607336,330650599,10189658
Africa,,1971,23153875,339370440,10459191
Africa,,1972,23761331,357064521,2011914
Africa,,1973,24422123,366559811,2062504
Africa,,1974,24366091,377163538,2116307
Africa,,1975,7373320,405127805,2173550
Africa,,1976,7436909,416472836,2234710
Africa,,1977,7377884,428377306,2299616
Africa,,1978,7577298,440459773,2366825
Africa,,1979,7789492,370793184,84600883
Africa,,1980,8015593,368947390,99423242
Africa,,1981,8255005,390917246,90831653
Africa,,1982,8504116,402250671,93279389
Africa,,1983,8756890,493389198,16333671
Africa,,1984,9005474,507492178,16847499
Africa,,1985,9242888,536542112,2841140
Africa,,1986,9473413,534171024,20682861
Africa,,1987,9695647,549409123,21319520
Africa,,1988,9890842,564979840,21978324
Africa,,1989,10034679,600271729,3205700
Africa,,1990,8680544,618370921,3298220
Africa,,1991,8640076,629698866,9005099
Africa,,1992,8541879,637833714,18136441
Africa,,1993,6190663,632436124,43242546
Africa,,1994,6142970,583505265,109797177
Africa,,1995,6176692,598445732,112647688
Africa,,1996,6307445,623399804,105653857
Africa,,1997,6524194,621171428,126041962
Africa,,1998,6802747,637822103,127812311
Africa,,1999,7105931,642725058,141673176
Africa,,2000,7406611,648722545,154855074
Africa,,2001,7694791,664657870,158549878
Africa,,2002,7978703,640247217,203072517
Africa,,2003,8270578,659763208,204214550
Africa,,2004,8589853,695862314,189390619
Africa,,2005,8948502,705802448,201403335
Africa,,2006,9349584,719464927,210395538
Africa,,2007,9781364,737503732,215736741
Africa,,2008,10223309,743307121,234093089
Africa,,2009,10647461,798696028,203702235
Africa,,2010,11033046,819595430,208675554
Africa,,2011,7792646,827738680,230878385
Africa,,2012,1566320,871996748,220779961
Africa,,2013,1588323,895140436,226316378
Africa,,2014,7973378,912516636,231943603
Africa,,2015,8053765,754588036,419797002
Africa,,2016,8153064,776763388,428124090
Africa,,2017,8268441,795362650,440591178
Africa,,2018,8394057,817318432,450208525
Africa,,2019,8521057,821103703,478439416
Africa,,2020,8642809,842360649,489594653
Asia,,1800,298822837,384341393,0
Asia,,1801,299186521,386126668,0
Asia,,1802,299560175,387921501,0
Asia,,1803,299943703,389725958,0
Asia,,1804,300337014,391540112,0
Asia,,1805,300740020,393364036,0
Asia,,1806,301152633,395197806,0
Asia,,1807,301574786,397041496,0
Asia,,1808,302006406,398895179,0
Asia,,1809,302447421,400758937,0
Asia,,1810,302968091,403706792,0
Asia,,1811,303496747,406665354,0
Asia,,1812,304075011,410003203,0
Asia,,1813,304702844,413725686,0
Asia,,1814,305365795,417485468,0
Asia,,1815,306064046,421282930,0
Asia,,1816,306797778,425118454,0
Asia,,1817,307567184,428992431,0
Asia,,1818,308372453,432905255,0
Asia,,1819,309230725,436620250,0
Asia,,1820,310141188,440133830,0
Asia,,1821,310871233,443434224,0
Asia,,1822,311629446,446525058,0
Asia,,1823,312903573,449418554,0
Asia,,1824,314189717,452332085,0
Asia,,1825,315487981,455265796,0
Asia,,1826,316798480,458219826,0
Asia,,1827,318121326,461194317,0
Asia,,1828,319456625,464189415,0
Asia,,1829,320804487,466682915,0
Asia,,1830,322165030,468670865,0
Asia,,1831,323538371,470149281,0
Asia,,1832,324919702,471114155,0
Asia,,1833,326309080,471561446,0
Asia,,1834,327706585,472009437,0
Asia,,1835,329112283,472458129,0
Asia,,1836,330526233,472907525,0
Asia,,1837,331948513,473357623,0
Asia,,1838,333379188,473808433,0
Asia,,1839,334816937,474199709,0
Asia,,1840,336261789,474531410,0
Asia,,1841,337717284,474803495,0
Asia,,1842,339183535,475015923,0
Asia,,1843,340660632,475168651,0
Asia,,1844,342150081,475321876,0
Asia,,1845,343652024,475475603,0
Asia,,1846,345166620,475629832,0
Asia,,1847,346694014,475784564,0
Asia,,1848,348234376,475939805,0
Asia,,1849,349787037,475388140,0
Asia,,1850,351352913,474136126,0
Asia,,1851,352924364,472216234,0
Asia,,1852,354510209,469608513,0
Asia,,1853,356111292,466319190,0
Asia,,1854,357729453,463062082,0
Asia,,1855,359364958,459836919,0
Asia,,1856,361018086,456643440,0
Asia,,1857,362689112,453481376,0
Asia,,1858,397289743,417439060,0
Asia,,1859,399139095,414501081,0
Asia,,1860,779167967,33733563,0
Asia,,1861,778633115,33885692,0
Asia,,1862,404992160,407495712,0
Asia,,1863,407050918,405750117,0
Asia,,1864,409132517,404014925,0
Asia,,1865,411229540,402290087,0
Asia,,1866,413340567,400575558,0
Asia,,1867,415472460,398871297,0
Asia,,1868,383536621,431263883,0
Asia,,1869,385421546,430294486,0
Asia,,1870,387171756,429929339,0
Asia,,1871,388767884,430167443,0
Asia,,1872,390235951,431007809,0
Asia,,1873,391546293,432449464,0
Asia,,1874,392856668,433896598,0
Asia,,1875,394194060,435349236,0
Asia,,1876,395537521,436807400,0
Asia,,1877,396856888,438271118,0
Asia,,1878,398167784,439740412,0
Asia,,1879,399876408,441262581,0
Asia,,1880,402020933,442838063,0
Asia,,1881,404621884,444467296,0
Asia,,1882,407680554,446150716,0
Asia,,1883,411188618,447888776,0
Asia,,1884,414743611,449634642,0
Asia,,1885,418400059,451388360,0
Asia,,1886,422076868,453149975,0
Asia,,1887,425819891,454919525,0
Asia,,1888,429601013,456697056,0
Asia,,1889,433027504,458650928,0
Asia,,1890,436112774,460782835,0
Asia,,1891,438806639,463094487,0
Asia,,1892,441120947,465587603,0
Asia,,1893,443057878,468263920,0
Asia,,1894,445034234,470956775,0
Asia,,1895,447062020,473666278,0
Asia,,1896,449076649,476392543,0
Asia,,1897,451134234,479135681,0
Asia,,1898,453212578,481895805,0
Asia,,1899,455699691,484744040,0
Asia,,1900,458561347,487681517,0
Asia,,1901,461788927,490709380,0
Asia,,1902,465408298,493828787,0
Asia,,1903,469410191,497040915,0
Asia,,1904,473458601,500275986,0
Asia,,1905,477556170,503534184,0
Asia,,1906,492597351,495925031,0
Asia,,1907,496667648,499382125,0
Asia,,1908,501074921,502599381,0
Asia,,1909,504993200,506329660,0
Asia,,1910,508410301,510587281,0
Asia,,1911,941339563,85320702,0
Asia,,1912,513681169,520744742,0
Asia,,1913,954757577,87476973,0
Asia,,1914,517446136,532708397,0
Asia,,1915,519344007,538844655,0
Asia,,1916,521193090,545088742,0
Asia,,1917,522965471,551444602,0
Asia,,1918,524859245,557897660,0
Asia,,1919,541652280,549437961,0
Asia,,1920,545120683,554297303,0
Asia,,1921,549335234,558286177,0
Asia,,1922,554308660,561390887,0
Asia,,1923,545810430,577863552,0
Asia,,1924,550825976,580961708,0
Asia,,1925,545625143,594399388,0
Asia,,1926,548666115,599728531,0
Asia,,1927,554244148,602653645,0
Asia,,1928,559908371,605640355,0
Asia,,1929,566092798,608963272,0
Asia,,1930,572844472,612618689,0
Asia,,1931,580182872,616603112,0
Asia,,1932,597421300,611595593,0
Asia,,1933,606189018,615935675,0
Asia,,1934,615084241,620313470,0
Asia,,1935,596883207,651959416,0
Asia,,1936,605517236,657037898,0
Asia,,1937,614332634,662169638,0
Asia,,1938,623367379,667355386,0
Asia,,1939,1149026414,154443007,0
Asia,,1940,1157881777,156862402,0
Asia,,1941,1196420068,128139785,0
Asia,,1942,1186011783,146881178,0
Asia,,1943,1189014055,150534567,0
Asia,,1944,1189704633,156212281,0
Asia,,1945,1189622284,162777777,0
Asia,,1946,655572905,686909535,16803428
Asia,,1947,621936958,727732473,17215470
Asia,,1948,568857090,762550177,43632337
Asia,,1949,564454894,778551184,44581616
Asia,,1950,109873693,835084527,459456754
Asia,,1951,112272738,855871780,467174165
Asia,,1952,114882960,788390810,561053355
Asia,,1953,117710536,803742745,570928253
Asia,,1954,118909672,820231795,581105290
Asia,,1955,117085400,762568783,668857761
Asia,,1956,120384673,816919424,640278357
Asia,,1957,116424528,919876398,571386634
Asia,,1958,119884305,955843851,563173729
Asia,,1959,123494551,976076434,571609924
Asia,,1960,127231070,947744606,629492448
Asia,,1961,130773438,964057253,643978754
Asia,,1962,134674899,1005745934,634032263
Asia,,1963,138666393,1026544362,646681681
Asia,,1964,142753382,1049298950,659692245
Asia,,1965,145053584,1107195207,642144478
Asia,,1966,149194270,1135937982,654884469
Asia,,1967,153522711,1166831435,667977606
Asia,,1968,157836336,1199326450,681508879
Asia,,1969,162003519,1232501975,695590770
Asia,,1970,172936741,1258635096,710294835
Asia,,1971,110589817,1355222383,728017619
Asia,,1972,105717749,1334841370,805449080
Asia,,1973,107974604,1366383504,823703144
Asia,,1974,110248956,1397046937,842340797
Asia,,1975,120088211,1376868949,903564511
Asia,,1976,67736810,1505056821,877733102
Asia,,1977,69077511,1618883493,811817000
Asia,,1978,70448394,1649372836,828971317
Asia,,1979,71854203,1679969151,846485054
Asia,,1980,73298646,1755123578,820470695
Asia,,1981,74779698,1787867470,837888529
Asia,,1982,76297647,1821165610,855682861
Asia,,1983,77860104,1758223118,971007947
Asia,,1984,79476771,1792121471,991200890
Asia,,1985,80926903,1828103227,1011439386
Asia,,1986,82653910,1810248852,1087448910
Asia,,1987,84427596,1848422422,1109232582
Asia,,1988,86221637,1743750324,1274511800
Asia,,1989,88001138,1778117477,1299836260
Asia,,1990,75225241,1822750079,1327356986
Asia,,1991,9104189,1852596010,1420462003
Asia,,1992,9297933,1821516977,1505896113
Asia,,1993,9496797,1845778180,1534151697
Asia,,1994,9707225,1850651124,1580717222
Asia,,1995,9932755,1872645303,1609653549
Asia,,1996,10176852,1872398707,1660402249
Asia,,1997,10435141,1892683231,1690023143
Asia,,1998,10693763,1912326965,1719733477
Asia,,1999,10933855,1861545247,1819330953
Asia,,2000,11142475,1881313761,1847863828
Asia,,2001,32920817,1879215867,1876188402
Asia,,2002,33131519,1922286328,1880485433
Asia,,2003,59952086,1915216175,1907972795
Asia,,2004,37035321,1953742790,1939357941
Asia,,2005,37752677,1973086242,1966119876
Asia,,2006,38406432,2058588088,1926639856
Asia,,2007,39012222,2221625618,1809513388
Asia,,2008,39639524,2045500431,2031350596
Asia,,2009,11408727,1946248017,2204957968
Asia,,2010,11560171,1983598254,2213322681
Asia,,2011,11707085,1933381581,2308976121
Asia,,2012,11852456,1950800209,2336674480
Asia,,2013,11999669,1967759714,2364428068
Asia,,2014,12153512,2207438968,2168954717
Asia,,2015,38815126,2178407829,2215091380
Asia,,2016,39660219,2275358971,2160418413
Asia,,2017,40510937,2501204712,1976144680
Asia,,2018,41365022,2519949421,1998163431
Asia,,2019,42219947,2541008700,2016944044
Asia,,2020,43073714,2561347462,2035426249
Europe,,1800,84984655,109801133,0
Europe,,1801,85307374,110393788,0
Europe,,1802,85635262,110993457,0
Europe,,1803,85966284,111600233,0
Europe,,1804,86300475,112214220,0
Europe,,1805,86637870,112835517,0
Europe,,1806,86978515,113464219,0
Europe,,1807,107488800,93934084,0
Europe,,1808,111123094,91290879,0
Europe,,1809,111836128,91580024,0
Europe,,1810,112589260,92244091,0
Europe,,1811,113337695,92938577,0
Europe,,1812,114104660,93795685,0
Europe,,1813,92652425,117060653,0
Europe,,1814,93081832,118515980,0
Europe,,1815,91329845,122227750,0
Europe,,1816,91739150,123856504,0
Europe,,1817,92152492,125562885,0
Europe,,1818,92569914,127350430,0
Europe,,1819,93043733,129031907,0
Europe,,1820,93577371,130596819,0
Europe,,1821,94162038,132034021,0
Europe,,1822,94807274,133331671,0
Europe,,1823,92156245,137831341,0
Europe,,1824,92846138,139021576,0
Europe,,1825,93545662,140237653,0
Europe,,1826,94299494,141479830,0
Europe,,1827,92594797,145213824,0
Europe,,1828,93339855,146531698,0
Europe,,1829,94081672,147840942,0
Europe,,1830,91074407,152890607,0
Europe,,1831,91732721,154213688,0
Europe,,1832,92390360,155513147,0
Europe,,1833,93043424,156788425,0
Europe,,1834,93701602,158074964,0
Europe,,1835,94364916,159372868,0
Europe,,1836,95033422,160682247,0
Europe,,1837,95707165,162003199,0
Europe,,1838,96386176,163335839,0
Europe,,1839,97030736,164614692,0
Europe,,1840,97646071,165839013,0
Europe,,1841,98223091,167008053,0
Europe,,1842,98772181,168121054,0
Europe,,1843,99289369,169177247,0
Europe,,1844,99815028,170241434,0
Europe,,1845,100349152,171313682,0
Europe,,1846,100891726,172394063,0
Europe,,1847,101442751,173482636,0
Europe,,1848,99655792,176925894,0
Europe,,1849,100222320,178045108,0
Europe,,1850,100817852,179170491,0
Europe,,1851,101414082,180299778,0
Europe,,1852,102039483,181435186,0
Europe,,1853,102688558,182576681,0
Europe,,1854,103346574,183726466,0
Europe,,1855,104013574,184884603,0
Europe,,1856,104689595,186051161,0
Europe,,1857,105374685,187226204,0
Europe,,1858,106068888,188409798,0
Europe,,1859,98281436,198129164,0
Europe,,1860,98959989,199443822,0
Europe,,1861,73423916,227008100,0
Europe,,1862,77356585,225165346,0
Europe,,1863,77930366,226736488,0
Europe,,1864,75042373,231788340,0
Europe,,1865,75597002,233416672,0
Europe,,1866,76158119,235057790,0
Europe,,1867,70734765,242702821,0
Europe,,1868,71270165,244408715,0
Europe,,1869,71837343,246140264,0
Europe,,1870,72445242,247898007,0
Europe,,1871,73073942,249626258,0
Europe,,1872,73744418,251437559,0
Europe,,1873,74448720,253276733,0
Europe,,1874,75162037,255132040,0
Europe,,1875,75884481,257003626,0
Europe,,1876,76616176,258891647,0
Europe,,1877,77357233,260796255,0
Europe,,1878,76190777,264634605,0
Europe,,1879,74002694,269509682,0
Europe,,1880,74726462,271498399,0
Europe,,1881,75427771,273501799,0
Europe,,1882,76140052,275519766,0
Europe,,1883,76853085,277552191,0
Europe,,1884,77575805,279601606,0
Europe,,1885,78308329,281668163,0
Europe,,1886,79050774,283752016,0
Europe,,1887,79803252,285853313,0
Europe,,1888,80565886,287972220,0
Europe,,1889,81310584,290155828,0
Europe,,1890,82049402,292405525,0
Europe,,1891,82752161,294722716,0
Europe,,1892,83447732,297108828,0
Europe,,1893,84122651,299565313,0
Europe,,1894,84804342,302046619,0
Europe,,1895,85492871,304553026,0
Europe,,1896,86188306,307084807,0
Europe,,1897,86890712,309642247,0
Europe,,1898,87600157,312225627,0
Europe,,1899,88314336,314871560,0
Europe,,1900,86824481,319805415,0
Europe,,1901,87518996,322598089,0
Europe,,1902,88234136,325454428,0
Europe,,1903,88955198,328375389,0
Europe,,1904,89682574,331327592,0
Europe,,1905,90416337,334311396,0
Europe,,1906,91155543,337327176,0
Europe,,1907,91903264,340375305,0
Europe,,1908,92656569,343456163,0
Europe,,1909,93268635,346145489,0
Europe,,1910,99615892,342584686,0
Europe,,1911,94067127,350306790,0
Europe,,1912,94249481,351799440,0
Europe,,1913,98980692,345748590,2457013
Europe,,1914,98181959,347683959,2481734
Europe,,1915,94372936,349534517,5568539
Europe,,1916,106353863,338579367,5630085
Europe,,1917,91199990,351688059,8758580
Europe,,1918,130787868,242188120,79759671
Europe,,1919,59678012,244357680,150257389
Europe,,1920,49324121,235157343,171959033
Europe,,1921,49196660,229079273,180669011
Europe,,1922,49675411,226807924,185512023
Europe,,1923,50159575,228873722,186426854
Europe,,1924,50649127,230959448,187354801
Europe,,1925,50169132,234040304,188312787
Europe,,1926,50664553,264380435,161060913
Europe,,1927,51165539,266976081,161572004
Europe,,1928,51672165,269599637,162093823
Europe,,1929,52185698,272105072,162703875
Europe,,1930,52731528,274490653,163406224
Europe,,1931,53233943,253087482,187870123
Europe,,1932,53768898,255002021,188976480
Europe,,1933,54311227,331191309,115764614
Europe,,1934,54859874,336498588,113454389
Europe,,1935,55414916,338811638,114156245
Europe,,1936,55976447,341145599,114856286
Europe,,1937,56544553,368544227,90513978
Europe,,1938,63828484,364448070,90955870
Europe,,1939,108934870,336628733,77261027
Europe,,1940,145622294,318602624,61767884
Europe,,1941,143320703,323362610,62057589
Europe,,1942,150492273,318358583,62346083
Europe,,1943,154825363,315973714,62633398
Europe,,1944,213850989,259023529,62922366
Europe,,1945,174668471,268904073,94134686
Europe,,1946,196174684,155839084,186885821
Europe,,1947,189203391,176396933,174939724
Europe,,1948,138673674,219895053,184455439
Europe,,1949,139333593,221156556,185485047
Europe,,1950,140370317,222886379,186567609
Europe,,1951,141501120,225813079,187510690
Europe,,1952,142686249,221124963,196389780
Europe,,1953,143903649,224298431,197593313
Europe,,1954,145139626,227521741,198829558
Europe,,1955,146387198,230740917,200080619
Europe,,1956,147646897,233917355,201346634
Europe,,1957,148925954,237027236,202644497
Europe,,1958,150237217,240059965,204005071
Europe,,1959,151596755,243000434,205483008
Europe,,1960,152445978,246453505,207082001
Europe,,1961,153924518,249257952,208827966
Europe,,1962,155455035,251963061,210695769
Europe,,1963,157578382,253956821,212617847
Europe,,1964,158770621,256352712,214822461
Europe,,1965,159633136,259129953,216601074
Europe,,1966,160992760,261111543,218242951
Europe,,1967,162272105,271430610,211234077
Europe,,1968,163464543,273151691,212618382
Europe,,1969,164567176,274874643,213953955
Europe,,1970,165580398,276680795,215273559
Europe,,1971,166495034,272392020,222789909
Europe,,1972,167316491,274349455,224125565
Europe,,1973,168051864,276393840,225397373
Europe,,1974,169356558,268941454,235476549
Europe,,1975,169315255,271641825,236588130
Europe,,1976,169861390,263769895,247523895
Europe,,1977,170357368,229082830,285184860
Europe,,1978,170812299,230691470,286455343
Europe,,1979,171235975,232293908,287635143
Europe,,1980,171640094,233870094,288743696
Europe,,1981,172014886,235400965,289786768
Europe,,1982,172372926,236882711,290766097
Europe,,1983,172743880,238327127,291693492
Europe,,1984,173168270,239754505,292582420
Europe,,1985,173670511,241171683,293445686
Europe,,1986,174261756,242587566,294285139
Europe,,1987,174920330,243973035,295109296
Europe,,1988,175596128,245251705,295945305
Europe,,1989,176219252,208490088,334658979
Europe,,1990,97683686,174306788,449636731
Europe,,1991,5360654,171985475,546212849
Europe,,1992,5229226,17054265,702907145
Europe,,1993,5078497,14492790,706904256
Europe,,1994,4846362,24627711,697892387
Europe,,1995,4740172,24578514,698531138
Europe,,1996,912315,27574505,699406894
Europe,,1997,913434,24326487,702320693
Europe,,1998,914601,24147322,701988626
Europe,,1999,915943,170877625,554837922
Europe,,2000,919968,156276525,569307243
Europe,,2001,921787,155642125,570170714
Europe,,2002,923820,154961639,571405988
Europe,,2003,926229,154290111,572913878
Europe,,2004,929111,153697277,574536271
Europe,,2005,932516,153234208,576151223
Europe,,2006,318698,152920142,578355928
Europe,,2007,321599,152746721,579936352
Europe,,2008,324544,152701619,581474292
Europe,,2009,327131,152760063,582936686
Europe,,2010,329145,152899849,584299021
Europe,,2011,330488,153118343,585529049
Europe,,2012,331267,153410933,586620412
Europe,,2013,331805,153748958,587607378
Europe,,2014,332471,154096579,588543926
Europe,,2015,333606,154424483,589464276
Europe,,2016,335320,154721012,590385047
Europe,,2017,337523,154980324,591278994
Europe,,2018,337591,155186649,592084456
Europe,,2019,340051,155324669,592716669
Europe,,2020,342256,155383781,593117368
North America,,1800,8718672,6000000,0
North America,,1801,8392882,6113782,0
North America,,1802,8503939,6229723,0
North America,,1803,8618790,6347862,0
North America,,1804,8737574,6468241,0
North America,,1805,8860449,6590903,0
North America,,1806,8987587,6715891,0
North America,,1807,9119167,6843249,0
North America,,1808,9255384,6973023,0
North America,,1809,9396456,7105258,0
North America,,1810,10043106,7302908,0
North America,,1811,9665504,7502686,0
North America,,1812,9796601,7728031,0
North America,,1813,9925075,7980135,0
North America,,1814,10055831,8240464,0
North America,,1815,10188915,8509285,0
North America,,1816,10324380,8786876,0
North America,,1817,10462272,9073523,0
North America,,1818,10602644,9369520,0
North America,,1819,10729935,9667277,0
North America,,1820,10704530,10685540,0
North America,,1821,10125078,11083375,0
North America,,1822,3655326,17939285,0
North America,,1823,3743344,18228665,0
North America,,1824,2537382,19824243,0
North America,,1825,2614037,20149815,0
North America,,1826,2694068,20485034,0
North America,,1827,2777623,20830174,0
North America,,1828,2864870,21185515,0
North America,,1829,2945736,21566107,0
North America,,1830,3661429,21972250,0
North America,,1831,3181543,22309610,0
North America,,1832,3241766,22767084,0
North America,,1833,3294092,23251037,0
North America,,1834,3348316,23747024,0
North America,,1835,3404512,24255367,0
North America,,1836,3462753,24776397,0
North America,,1837,3523113,25310455,0
North America,,1838,3585671,25857888,0
North America,,1839,3972166,26110042,0
North America,,1840,4756317,26698433,0
North America,,1841,3813366,27636428,0
North America,,1842,3903167,28277821,0
North America,,1843,4000219,28945136,0
North America,,1844,3968153,29763339,0
North America,,1845,4069430,30470626,0
North America,,1846,4174061,31197684,0
North America,,1847,4282164,31945092,0
North America,,1848,4393869,32713464,0
North America,,1849,4506282,33508970,0
North America,,1850,5425302,34332325,0
North America,,1851,4732339,35200031,0
North America,,1852,4845681,36097986,0
North America,,1853,4959164,37026983,0
North America,,1854,5075656,37982306,0
North America,,1855,5195240,38964735,0
North America,,1856,5318003,39975083,0
North America,,1857,5444037,41014180,0
North America,,1858,5573433,42082881,0
North America,,1859,5687440,43121529,0
North America,,1860,6704335,44128296,0
North America,,1861,5867224,45101265,0
North America,,1862,5931929,46038452,0
North America,,1863,5979090,46937782,0
North America,,1864,6026973,47857738,0
North America,,1865,6075580,48798820,0
North America,,1866,6124920,49761527,0
North America,,1867,2545555,54375828,0
North America,,1868,2555670,55424074,0
North America,,1869,2571174,56504779,0
North America,,1870,3637266,57618576,0
North America,,1871,2618591,58766109,0
North America,,1872,2650626,59948030,0
North America,,1873,2688298,61164994,0
North America,,1874,2726577,62408924,0
North America,,1875,2765477,63680411,0
North America,,1876,2805005,64980064,0
North America,,1877,2845179,66308507,0
North America,,1878,2886008,67666375,0
North America,,1879,2924460,69053815,0
North America,,1880,4139788,70471398,0
North America,,1881,2993970,71919712,0
North America,,1882,3024895,73399364,0
North America,,1883,3053178,74910974,0
North America,,1884,3081796,76455673,0
North America,,1885,3110754,78034210,0
North America,,1886,3140062,79647351,0
North America,,1887,3169720,81295886,0
North America,,1888,3199737,82980619,0
North America,,1889,3228558,84650576,0
North America,,1890,4566675,86304411,0
North America,,1891,3282562,87940716,0
North America,,1892,3307729,89558036,0
North America,,1893,3331663,91154854,0
North America,,1894,3355915,92781568,0
North America,,1895,3380491,94438750,0
North America,,1896,3405397,96126974,0
North America,,1897,3430635,97846830,0
North America,,1898,3456213,99598915,0
North America,,1899,3490410,101407080,0
North America,,1900,4989729,103272887,0
North America,,1901,3585944,105197952,0
North America,,1902,1854160,108977715,0
North America,,1903,1600107,111352308,0
North America,,1904,1612992,113503059,0
North America,,1905,1626175,115697506,0
North America,,1906,1639659,117936572,0
North America,,1907,1653451,120221200,0
North America,,1908,1667554,122552347,0
North America,,1909,1680738,124786978,0
North America,,1910,3401676,126921711,0
North America,,1911,1704242,128953065,0
North America,,1912,1714502,130877467,0
North America,,1913,1723721,132691242,0
North America,,1914,1733103,134534876,0
North America,,1915,1742645,136408887,0
North America,,1916,1752352,138313803,0
North America,,1917,1762226,140250165,0
North America,,1918,1771877,133915217,8239420
North America,,1919,1784038,135730390,8403027
North America,,1920,3741177,26350923,119836619
North America,,1921,1816020,26704302,121613757
North America,,1922,1835911,27103622,123422409
North America,,1923,1858448,27549453,125263076
North America,,1924,1881319,28003666,127131269
North America,,1925,1904533,28466437,129027403
North America,,1926,1928094,28937956,130951895
North America,,1927,1952007,29418411,132905172
North America,,1928,1976278,29907995,134887664
North America,,1929,2002652,30414080,136688449
North America,,1930,5480613,29678275,138303285
North America,,1931,3360708,30178075,139727854
North America,,1932,2094897,32034145,140957761
North America,,1933,2130190,32609040,141988539
North America,,1934,2166107,33194677,143026999
North America,,1935,2202657,33791269,144073200
North America,,1936,2239854,34399022,145127201
North America,,1937,2277708,35018164,146189063
North America,,1938,2316234,35648914,147258845
North America,,1939,2354110,36374549,148543236
North America,,1940,4855648,32497530,154748720
North America,,1941,2427948,33325476,156576883
North America,,1942,2463927,34253909,158641657
North America,,1943,2499293,35287484,160948096
North America,,1944,2535385,36353983,163288726
North America,,1945,2572222,37454487,165664071
North America,,1946,2609817,38590108,168074656
North America,,1947,2648186,39761996,170521020
North America,,1948,2687348,40971337,173003710
North America,,1949,2730134,41301218,176561114
North America,,1950,5881021,42546820,179403467
North America,,1951,5755472,43714951,181973004
North America,,1952,5820214,44938269,184892735
North America,,1953,5895958,52523606,181780763
North America,,1954,5978261,53985588,185053681
North America,,1955,6064016,55504188,188469189
North America,,1956,6151847,56071651,192979051
North America,,1957,6241709,55804908,198416775
North America,,1958,6334818,57417797,202025254
North America,,1959,6433306,59090320,205587289
North America,,1960,6747998,60823688,209070402
North America,,1961,6652740,62617993,212448529
North America,,1962,4216310,64471906,218257972
North America,,1963,4297232,68599223,219196693
North America,,1964,4374809,70625715,222142357
North America,,1965,4445558,72703944,224937415
North America,,1966,4271720,65817290,236819165
North America,,1967,4326078,67719004,239569367
North America,,1968,4376056,71096977,240781520
North America,,1969,4426056,73125450,243345869
North America,,1970,4726181,80819658,240294671
North America,,1971,4536531,80296603,245529072
North America,,1972,4596768,85410106,245186380
North America,,1973,4477789,87751430,247844671
North America,,1974,4444804,90100143,250434953
North America,,1975,4505767,92442623,252945834
North America,,1976,4567145,94772232,255477893
North America,,1977,4629205,97090751,258039434
North America,,1978,4616464,99403914,260704090
North America,,1979,4459722,101810185,263448238
North America,,1980,4783251,104139905,266091418
North America,,1981,4417268,106482362,268906993
