Entity,Code,Year,pop_missreg_bmr_owid,pop_nondem_womsuffr_bmr_owid,pop_dem_womsuffr_bmr_owid
North America,,1982,4400194,104985050,275518239
North America,,1983,4443220,107224003,278371279
North America,,1984,4444524,100853977,289916382
North America,,1985,4490318,102939715,293005236
North America,,1986,4538519,96591790,304575305
North America,,1987,4588488,98485440,307953609
North America,,1988,4639488,100374780,311380026
North America,,1989,4690348,102252083,314853282
North America,,1990,5036054,104111515,318375443
North America,,1991,4788421,103428129,324452906
North America,,1992,4835172,105195472,328098972
North America,,1993,4880139,106941213,331836910
North America,,1994,4923423,108664376,335736925
North America,,1995,4964735,110364717,339839989
North America,,1996,5004536,112043818,344179342
North America,,1997,5042090,113703166,348715269
North America,,1998,5075424,115342918,353327354
North America,,1999,5101817,116963240,357849526
North America,,2000,5399914,19666232,461065468
North America,,2001,5410612,19850698,466517856
North America,,2002,5412164,20032110,471736661
North America,,2003,5408360,20208604,476839641
North America,,2004,5404376,20297451,482080221
North America,,2005,5403706,20456875,487418875
North America,,2006,5407463,20606025,492972865
North America,,2007,5413734,20746453,498687334
North America,,2008,5419721,20883545,504477952
North America,,2009,5421157,29175537,502068316
North America,,2010,5414821,21175151,515817634
North America,,2011,5400363,21336991,521249684
North America,,2012,5380013,21508034,526537549
North America,,2013,5348706,21683394,531689638
North America,,2014,5299880,21855916,536728249
North America,,2015,5230155,22020317,541670513
North America,,2016,5135543,28479054,540209609
North America,,2017,5020925,38135481,535436345
North America,,2018,4579660,38514354,539837591
North America,,2019,4477574,38888181,544156719
North America,,2020,4408684,39258311,548405209
Oceania,,1800,1523354,0,0
Oceania,,1801,1483101,0,0
Oceania,,1802,1482067,0,0
Oceania,,1803,1481395,0,0
Oceania,,1804,1481083,0,0
Oceania,,1805,1481125,0,0
Oceania,,1806,1481521,0,0
Oceania,,1807,1482265,0,0
Oceania,,1808,1483356,0,0
Oceania,,1809,1484790,0,0
Oceania,,1810,1527801,0,0
Oceania,,1811,1489019,0,0
Oceania,,1812,1491473,0,0
Oceania,,1813,1494267,0,0
Oceania,,1814,1497396,0,0
Oceania,,1815,1500863,0,0
Oceania,,1816,1504666,0,0
Oceania,,1817,1508805,0,0
Oceania,,1818,1513283,0,0
Oceania,,1819,1517265,0,0
Oceania,,1820,1563858,0,0
Oceania,,1821,1523491,0,0
Oceania,,1822,1525604,0,0
Oceania,,1823,1526962,0,0
Oceania,,1824,1528338,0,0
Oceania,,1825,1529726,0,0
